,name_customer,clear_date,document_create_date.1,due_in_date,total_open_amount,baseline_create_date,isOpen,delay
7830,SYSCO systems,2019-10-25,2019-10-09,2019-10-24,2395.97,2019-10-09,0,1 days
7831,SA llc,2019-07-18,2019-07-02,2019-07-17,14013.3,2019-07-02,0,1 days
7832,BARGAIN  associates,2019-12-27,2019-12-11,2019-12-26,4496.32,2019-12-11,0,1 days
7833,C&S WH foundation,2019-07-02,2019-06-17,2019-07-02,12562.58,2019-06-17,0,0 days
7834,WOODM corp,2019-03-04,2019-02-15,2019-03-02,9815.64,2019-02-15,0,2 days
7835,TARG ,2019-05-13,2019-04-27,2019-05-12,352.09,2019-04-27,0,1 days
7836,US  associates,2019-11-08,2019-10-22,2019-11-06,35933.6,2019-10-22,0,2 days
7837,WAL-MAR systems,2019-09-23,2019-09-11,2019-09-26,1084.22,2019-09-11,0,-3 days
7838,SYSC in,2019-08-06,2019-07-18,2019-08-02,1292.78,2019-07-18,0,4 days
7839,DEC us,2019-09-16,2019-09-10,2019-09-24,4180.84,2019-09-01,0,-8 days
7840,WAL-MAR ,2020-01-16,2020-01-06,2020-01-21,27910.7,2020-01-06,0,-5 days
7841,TARG corp,2019-05-03,2019-04-14,2019-04-29,22465.5,2019-04-14,0,4 days
7842,H E BUT corporation,2019-05-17,2019-05-03,2019-05-18,129135.93,2019-05-03,0,-1 days
7844,DECA ,2019-01-15,2019-01-09,2019-01-24,4970.6,2019-01-01,0,-9 days
7845,GORDO llc,2019-03-11,2019-02-02,2019-03-06,50268.31,2019-02-02,0,5 days
7847,AMAZO trust,2019-12-18,2019-11-26,2019-12-13,6532.56,2019-12-03,0,5 days
7849,DOT associates,2019-07-12,2019-06-27,2019-07-17,4173.78,2019-06-27,0,-5 days
7851,Y H ,2019-05-24,2019-05-09,2019-05-24,35982.37,2019-05-09,0,0 days
7852,WAL-MAR co,2019-06-28,2019-06-18,2019-07-03,47951.05,2019-06-18,0,-5 days
7853,COST in,2019-01-30,2019-01-16,2019-01-31,61646.9,2019-01-16,0,-1 days
7854,SAFEW corp,2019-09-19,2019-09-04,2019-09-19,42076.99,2019-09-04,0,0 days
7855,US  us,2019-08-26,2019-08-08,2019-08-23,70974.77,2019-08-08,0,3 days
7856,DEC corp,2020-01-27,2020-01-23,2020-01-26,665.43,2020-01-16,0,1 days
7857,UNIFIE systems,2019-07-11,2019-06-26,2019-07-11,21809.28,2019-06-26,0,0 days
7858,RA in,2019-01-31,2019-01-16,2019-01-31,72940.67,2019-01-16,0,0 days
7859,SYSCO  co,2020-03-10,2020-02-06,2020-03-09,57232.87,2020-02-06,0,1 days
7860,WAL-MAR llc,2019-09-03,2019-08-21,2019-09-05,13475.26,2019-08-21,0,-2 days
7861,GORDO associates,2019-04-11,2019-03-29,2019-04-14,51221.19,2019-03-30,0,-3 days
7862,WAL-MAR corp,2019-08-28,2019-08-18,2019-09-02,4557.57,2019-08-18,0,-5 days
7863,SAFEW ,2019-06-14,2019-05-30,2019-06-14,22532.34,2019-05-30,0,0 days
7864,KROGER corp,2019-04-11,2019-03-27,2019-04-11,16589.65,2019-03-27,0,0 days
7865,HEINZ  in,2019-10-09,2019-04-30,2019-06-14,9443.5,2019-04-30,0,117 days
7866,COST us,2019-10-15,2019-09-30,2019-10-15,8041.59,2019-09-30,0,0 days
7867,RICH trust,2019-11-13,2019-10-28,2019-11-12,7094.6,2019-10-28,0,1 days
7868,WAKE corporation,2019-07-01,2019-06-19,2019-07-04,133259.67,2019-06-19,0,-3 days
7869,C&S WH corporation,2020-03-03,2020-02-17,2020-03-03,24595.7,2020-02-17,0,0 days
7870,PUBLI in,2019-10-04,2019-09-19,2019-10-04,94801.57,2019-09-19,0,0 days
7871,HEINZ us,2019-11-25,2019-08-30,2019-10-14,7980.38,2019-08-30,0,42 days
7872,PERFOR in,2019-08-26,2019-08-15,2019-08-30,69997.77,2019-08-15,0,-4 days
7875,SYSC in,2019-09-26,2019-09-10,2019-09-22,10377.92,2019-09-12,0,4 days
7876,WAL-MAR ,2019-08-15,2019-08-02,2019-08-17,15355.4,2019-08-02,0,-2 days
7877,WAL-MAR corp,2019-04-22,2019-04-04,2019-04-19,13901.35,2019-04-04,0,3 days
7878,NATURA corp,2020-02-07,2020-01-24,2020-02-08,23230.0,2020-01-24,0,-1 days
7879,WAL-M corp,2019-10-29,2019-10-11,2019-10-23,62806.98,2019-10-13,0,6 days
7882,WAKE corp,2019-01-28,2019-01-12,2019-01-27,35566.0,2019-01-12,0,1 days
7883,SUPE corp,2020-02-06,2020-01-21,2020-02-05,85455.01,2020-01-21,0,1 days
7884,AM corporation,2019-08-09,2019-07-23,2019-08-07,2121.88,2019-07-23,0,2 days
7885,RITE systems,2019-10-31,2019-10-15,2019-10-30,76973.11,2019-10-15,0,1 days
7886,DECA trust,2019-11-18,2019-11-04,2019-11-24,2009.9,2019-11-01,0,-6 days
7887,WAL-MAR trust,2019-04-18,2019-04-08,2019-04-23,6532.6,2019-04-08,0,-5 days
7888,WAL-MAR corporation,2019-04-29,2019-04-17,2019-05-02,16586.96,2019-04-17,0,-3 days
7890,DEC systems,2020-01-29,2020-01-27,2020-01-23,2419.76,2020-01-16,0,6 days
7891,SA ,2019-05-08,2019-04-22,2019-05-07,18900.99,2019-04-22,0,1 days
7893,COSTCO ,2020-02-14,2020-01-28,2020-02-10,18244.3,2020-01-31,0,4 days
7894,SUPE associates,2019-10-11,2019-09-26,2019-10-11,90382.72,2019-09-26,0,0 days
7895,WAL-MAR corp,2019-07-31,2019-07-19,2019-08-03,19219.41,2019-07-19,0,-3 days
7896,CO in,2019-10-22,2019-10-07,2019-10-22,67794.77,2019-10-07,0,0 days
7897,WAL-MAR in,2019-05-29,2019-05-10,2019-05-25,7235.2,2019-05-10,0,4 days
7901,SYSC in,2019-04-11,2019-03-20,2019-04-05,83511.9,2019-03-26,0,6 days
7902,H E BUT systems,2019-10-01,2019-09-16,2019-10-01,69819.43,2019-09-16,0,0 days
7903,WAL-MAR associates,2019-11-26,2019-11-16,2019-12-01,53677.6,2019-11-16,0,-5 days
7904,DEC us,2019-06-03,2019-05-23,2019-06-08,4331.51,2019-05-16,0,-5 days
7906,ALBER foundation,2020-02-19,2020-02-04,2020-02-19,126649.31,2020-02-04,0,0 days
7907,SA corp,2019-09-23,2019-08-31,2019-09-15,37419.61,2019-08-31,0,8 days
7909,PERISH llc,2019-06-04,2019-05-23,2019-06-07,119346.85,2019-05-23,0,-3 days
7911,RASTEL corporation,2019-03-04,2019-02-13,2019-02-28,11680.25,2019-02-13,0,4 days
7913,ALBERT in,2019-10-25,2019-10-10,2019-10-25,74600.78,2019-10-10,0,0 days
7914,STATER  in,2019-08-15,2019-07-31,2019-08-15,102239.67,2019-07-31,0,0 days
7915,WAL-MAR corp,2019-07-16,2019-07-05,2019-07-20,59615.5,2019-07-05,0,-4 days
7916,DEC co,2019-04-01,2019-03-20,2019-04-08,3409.05,2019-03-16,0,-7 days
7918,WAL-MAR llc,2020-02-25,2020-02-15,2020-03-01,11481.2,2020-02-15,0,-5 days
7919,TARG in,2019-10-01,2019-09-14,2019-09-29,20125.55,2019-09-14,0,2 days
7920,WAL-MAR foundation,2019-11-06,2019-10-27,2019-11-11,3795.7,2019-10-27,0,-5 days
7921,C&S WH co,2019-12-24,2019-12-07,2019-12-22,51469.61,2019-12-07,0,2 days
7922,MCL in,2019-12-02,2019-11-15,2019-11-30,34965.01,2019-11-15,0,2 days
7925,WAL-MAR foundation,2019-05-28,2019-05-15,2019-05-30,2453.04,2019-05-15,0,-2 days
7926,LABAT associates,2020-03-10,2020-02-20,2020-03-06,353.16,2020-02-20,0,4 days
7927,DUNKIN llc,2019-05-14,2019-04-26,2019-05-11,7593.74,2019-04-26,0,3 days
7929,C&S WH corporation,2019-05-17,2019-05-03,2019-05-18,73557.47,2019-05-03,0,-1 days
7931,BARGAIN  co,2019-09-04,2019-08-17,2019-09-01,14667.6,2019-08-17,0,3 days
7932,WAL-MAR foundation,2019-10-02,2019-09-22,2019-10-07,8682.77,2019-09-22,0,-5 days
7933,KROGER systems,2019-06-19,2019-06-04,2019-06-19,2646.76,2019-06-04,0,0 days
7935,BJ'S  corp,2019-11-07,2019-10-23,2019-11-07,318.34,2019-10-23,0,0 days
7936,TARG trust,2020-01-15,2020-01-03,2020-01-18,21649.33,2020-01-03,0,-3 days
7938,HEINZ AF in,2019-11-30,2019-10-30,2019-12-14,11600.76,2019-10-30,0,-14 days
7939,US  in,2019-09-13,2019-08-26,2019-09-10,27856.24,2019-08-26,0,3 days
7940,WAL-MAR llc,2019-04-16,2019-04-06,2019-04-21,5256.34,2019-04-06,0,-5 days
7942,CUSTOM in,2019-10-26,2019-10-09,2019-10-19,66444.3,2019-10-09,0,7 days
7943,WAL-MAR foundation,2019-04-23,2019-04-11,2019-04-26,8949.7,2019-04-11,0,-3 days
7944,KRON trust,2020-03-11,2020-02-23,2020-03-06,3119.47,2020-02-25,0,5 days
7945,COMERCI systems,2019-07-17,2019-05-20,2019-07-19,39048.8,2019-05-20,0,-2 days
7946,C& in,2019-03-01,2019-02-20,2019-03-07,841.67,2019-02-20,0,-6 days
7947,PERFOR trust,2019-04-16,2019-04-05,2019-04-20,21896.25,2019-04-05,0,-4 days
7948,DOT ,2019-05-13,2019-04-26,2019-05-30,12138.32,2019-04-26,0,-17 days
7950,WAL-MAR trust,2019-12-19,2019-12-08,2019-12-23,33075.55,2019-12-08,0,-4 days
7951,WAL-MAR corporation,2019-01-16,2019-01-05,2019-01-20,12301.88,2019-01-05,0,-4 days
7952,MEIJ trust,2020-03-04,2020-02-18,2020-03-04,15.27,2020-02-18,0,0 days
7953,JETR in,2019-04-02,2019-03-18,2019-04-02,987.14,2019-03-18,0,0 days
7954,WAL-MAR llc,2020-01-29,2020-01-13,2020-01-28,13123.66,2020-01-13,0,1 days
7955,WAL-MAR systems,2020-01-28,2020-01-11,2020-01-26,50499.49,2020-01-11,0,2 days
7957,UNITED  us,2020-01-30,2020-01-10,2020-01-30,39880.04,2020-01-10,0,0 days
7958,99 CE llc,2019-11-25,2019-11-07,2019-11-22,55028.48,2019-11-07,0,3 days
7959,WAL-M corp,2019-08-07,2019-07-05,2019-07-15,291.2,2019-07-05,0,23 days
7960,WAL-MAR corp,2019-06-14,2019-06-04,2019-06-19,20285.72,2019-06-04,0,-5 days
7961,SHAM corp,2019-10-23,2019-10-22,2019-11-06,18615.14,2019-10-22,0,-14 days
7962,DECA foundation,2019-02-22,2019-02-21,2019-02-26,1729.88,2019-02-16,0,-4 days
7963,KRFT FDS foundation,2019-06-28,2019-05-30,2019-07-04,47793.31,2019-05-30,0,-6 days
7964,MEIJ trust,2019-07-17,2019-07-02,2019-07-17,5110.13,2019-07-02,0,0 days
7965,T & R associates,2019-12-04,2019-11-09,2019-11-24,27588.5,2019-11-09,0,10 days
7966,UNIFIE systems,2019-06-27,2019-06-12,2019-06-27,4635.15,2019-06-12,0,0 days
7968,RA corp,2019-08-05,2019-07-19,2019-08-03,109359.66,2019-07-19,0,2 days
7970,SA trust,2019-02-04,2019-01-18,2019-02-02,20867.48,2019-01-18,0,2 days
7971,WAL-MAR corporation,2019-09-25,2019-09-14,2019-09-29,63289.57,2019-09-14,0,-4 days
7972,JRD llc,2019-11-22,2019-11-07,2019-11-22,15304.73,2019-11-07,0,0 days
7973,WAKE llc,2019-04-08,2019-03-22,2019-05-26,4650.2,2019-03-22,0,-48 days
7974,C&S WH corp,2020-02-27,2020-02-12,2020-02-27,85719.18,2020-02-12,0,0 days
7976,WAL-MAR corp,2019-12-26,2019-12-15,2019-12-30,58041.37,2019-12-15,0,-4 days
7978,WINC ,2019-11-25,2019-11-08,2019-11-23,48712.27,2019-11-08,0,2 days
7980,COST corp,2019-04-08,2019-03-22,2019-04-06,7039.98,2019-03-22,0,2 days
7981,SHOPPE systems,2019-07-26,2019-07-06,2019-07-23,64238.68,2019-07-13,0,3 days
7982,RESTA corporation,2019-02-07,2019-01-23,2019-02-07,686.43,2019-01-23,0,0 days
7983,SA ,2019-06-03,2019-04-26,2019-06-10,120232.34,2019-04-26,0,-7 days
7984,WAL-MAR corp,2019-02-01,2019-01-21,2019-02-05,2357.81,2019-01-21,0,-4 days
7985,SYSC in,2019-09-12,2019-08-30,2019-09-10,12024.2,2019-08-31,0,2 days
7986,H E BUT corporation,2019-03-26,2019-03-11,2019-03-26,15661.11,2019-03-11,0,0 days
7987,WAL-M foundation,2019-08-19,2019-07-27,2019-08-06,4272.95,2019-07-27,0,13 days
7988,RESTA corporation,2019-07-03,2019-06-17,2019-07-02,5679.19,2019-06-17,0,1 days
7989,WAL-MAR associates,2019-06-11,2019-05-30,2019-06-14,64288.77,2019-05-30,0,-3 days
7991,SHOPPE llc,2020-02-10,2020-01-19,2020-02-07,27189.82,2020-01-28,0,3 days
7992,WAL-MAR co,2019-02-26,2019-02-14,2019-03-01,32103.99,2019-02-14,0,-3 days
7993,ASSOCIAT trust,2019-12-30,2019-12-13,2019-12-28,5445.51,2019-12-13,0,2 days
7995,M llc,2019-06-10,2019-05-24,2019-06-08,69739.25,2019-05-24,0,2 days
7996,WINC us,2019-08-26,2019-08-09,2019-08-24,46139.66,2019-08-09,0,2 days
7997,COST llc,2019-10-29,2019-10-15,2019-10-30,4484.05,2019-10-15,0,-1 days
7998,GROC in,2019-10-24,2019-09-20,2019-10-05,35022.46,2019-09-20,0,19 days
7999,SMART &  llc,2020-01-29,2020-01-13,2020-01-28,5682.24,2020-01-13,0,1 days
8000,KRAFT F in,2019-09-27,2019-08-30,2019-08-30,13398.68,2019-08-30,0,28 days
8002,US  foundation,2019-02-22,2019-02-04,2019-02-19,39136.29,2019-02-04,0,3 days
8004,BUTTE trust,2019-11-08,2019-10-14,2019-11-13,2400.57,2019-10-14,0,-5 days
8005,COSTCO associates,2019-08-26,2019-08-07,2019-08-18,14707.65,2019-08-08,0,8 days
8006,MCL co,2019-04-04,2019-03-20,2019-04-04,69885.16,2019-03-20,0,0 days
8007,WEGMAN corporation,2020-01-27,2020-01-10,2020-01-25,40998.83,2020-01-10,0,2 days
8008,WAL-MAR corporation,2019-12-17,2019-12-04,2019-12-19,52167.3,2019-12-04,0,-2 days
8009,RA trust,2019-05-06,2019-03-02,2019-05-06,8164.35,2019-03-02,0,0 days
8010,WAL-MAR co,2019-12-13,2019-12-03,2019-12-18,16280.11,2019-12-03,0,-5 days
8011,DOLLA llc,2019-10-23,2019-10-08,2019-10-23,1838.97,2019-10-08,0,0 days
8014,SA associates,2019-11-12,2019-10-25,2019-11-09,52684.76,2019-10-25,0,3 days
8015,NASH  corp,2019-10-11,2019-09-18,2019-11-22,8101.45,2019-09-18,0,-42 days
8016,WAL-MAR ,2019-06-07,2019-05-28,2019-06-12,8425.31,2019-05-28,0,-5 days
8017,GO corporation,2019-11-01,2019-10-17,2019-11-01,7543.63,2019-10-17,0,0 days
8018,DOT trust,2019-10-25,2019-10-05,2019-11-06,28994.41,2019-10-05,0,-12 days
8019,BJ'S  ,2019-08-29,2019-08-14,2019-08-29,122.28,2019-08-14,0,0 days
8020,BJ'S  llc,2019-07-22,2019-07-06,2019-07-21,767.7,2019-07-06,0,1 days
8021,WAL-MAR systems,2019-10-28,2019-10-15,2019-10-30,17410.82,2019-10-15,0,-2 days
8023,WAL-MAR ,2019-04-15,2019-03-24,2019-04-08,1279.83,2019-03-24,0,7 days
8024,COLABOR  corporation,2020-01-23,2020-01-07,2020-01-19,12192.42,2020-01-09,0,4 days
8025,POST  trust,2019-02-25,2019-02-05,2019-02-20,17700.0,2019-02-05,0,5 days
8027,DEC corp,2019-06-17,2019-06-11,2019-06-24,25438.76,2019-06-01,0,-7 days
8028,US  foundation,2019-03-08,2019-02-15,2019-03-02,54632.31,2019-02-15,0,6 days
8030,WAL-MAR ,2019-08-06,2019-07-26,2019-08-10,70420.93,2019-07-26,0,-4 days
8031,MEIJ llc,2019-07-05,2019-06-18,2019-07-03,58135.45,2019-06-18,0,2 days
8032,UNITE llc,2019-05-28,2019-05-10,2019-05-25,2382.92,2019-05-10,0,3 days
8033,MDV/ in,2019-10-07,2019-09-24,2019-10-09,22911.29,2019-09-24,0,-2 days
8034,WAL-MAR trust,2019-12-31,2019-12-20,2020-01-04,5013.75,2019-12-20,0,-4 days
8035,THE  in,2019-10-02,2019-07-23,2019-08-03,20810.5,2019-07-24,0,60 days
8036,WAL-MAR llc,2019-11-27,2019-11-17,2019-12-02,3795.7,2019-11-17,0,-5 days
8038,DEC llc,2019-04-01,2019-03-23,2019-04-08,8914.53,2019-03-16,0,-7 days
8039,DEC in,2019-12-16,2019-12-04,2019-12-24,525.02,2019-12-01,0,-8 days
8040,QUI us,2019-04-18,2019-03-29,2019-06-03,176.56,2019-03-30,0,-46 days
8041,WAL-MAR co,2019-05-29,2019-05-13,2019-05-28,29475.28,2019-05-13,0,1 days
8042,SA trust,2019-09-05,2019-08-22,2019-09-06,37286.08,2019-08-22,0,-1 days
8045,BAY  llc,2019-12-04,2019-10-25,2019-11-24,15088.0,2019-10-25,0,10 days
8047,WAL-MAR us,2020-02-03,2020-01-17,2020-02-01,29236.8,2020-01-17,0,2 days
8048,WAL-MAR co,2019-07-30,2019-07-20,2019-08-04,26665.96,2019-07-20,0,-5 days
8049,BJ'S  trust,2020-02-07,2020-01-23,2020-02-07,259.96,2020-01-23,0,0 days
8050,SA ,2019-04-01,2019-03-15,2019-03-30,23297.05,2019-03-15,0,2 days
8052,SAFEW associates,2019-03-21,2019-03-06,2019-03-21,71665.78,2019-03-06,0,0 days
8055,SHOPPE trust,2020-02-24,2020-01-31,2020-02-15,10732.12,2020-02-05,0,9 days
8056,WAL-MAR ,2019-03-25,2019-03-07,2019-03-22,30357.81,2019-03-07,0,3 days
8057,JET ,2019-12-06,2019-11-22,2019-12-07,4466.52,2019-11-22,0,-1 days
8058,COST corp,2019-05-22,2019-05-08,2019-05-23,12975.96,2019-05-08,0,-1 days
8059,SA us,2020-02-10,2020-01-24,2020-02-08,90404.74,2020-01-24,0,2 days
8060,FR associates,2019-08-19,2019-08-04,2019-08-19,54987.82,2019-08-04,0,0 days
8063,SMITH'S co,2019-04-03,2019-03-19,2019-04-03,58025.56,2019-03-19,0,0 days
8064,LOB in,2019-05-03,2019-04-23,2019-05-05,87203.08,2019-04-25,0,-2 days
8065,WAL-MAR foundation,2020-02-18,2020-02-05,2020-02-20,11146.29,2020-02-05,0,-2 days
8066,RESTA in,2019-06-13,2019-05-29,2019-06-13,2092.83,2019-05-29,0,0 days
8067,WAL-MAR corp,2019-01-14,2019-01-02,2019-01-17,25635.43,2019-01-02,0,-3 days
8069,ALBER foundation,2019-08-06,2019-07-22,2019-08-06,32633.65,2019-07-22,0,0 days
8070,PUBLI trust,2019-02-19,2019-02-01,2019-02-16,114893.98,2019-02-01,0,3 days
8071,WAL-MAR foundation,2019-12-30,2019-12-18,2020-01-02,46147.05,2019-12-18,0,-3 days
8072,SMART &  co,2019-08-07,2019-07-22,2019-08-06,84082.61,2019-07-22,0,1 days
8073,DOT llc,2019-12-19,2019-11-29,2019-12-31,24131.61,2019-11-29,0,-12 days
8074,TARG systems,2019-08-23,2019-08-02,2019-08-17,18134.33,2019-08-02,0,6 days
8075,C&S WH in,2019-10-22,2019-10-07,2019-10-22,21033.39,2019-10-07,0,0 days
8076,WAL-MAR in,2019-11-27,2019-11-15,2019-11-30,24339.95,2019-11-15,0,-3 days
8077,DOLLA corp,2019-02-19,2019-02-04,2019-02-19,103810.67,2019-02-04,0,0 days
8079,WAL-MAR in,2020-01-21,2019-12-30,2020-01-14,123.23,2019-12-30,0,7 days
8080,ASSOCIAT systems,2019-05-23,2019-05-03,2019-05-18,3227.93,2019-05-03,0,5 days
8081,WAL-MAR corp,2019-10-04,2019-09-24,2019-10-09,31539.47,2019-09-24,0,-5 days
8082,DELHAIZE corporation,2020-02-20,2020-02-04,2020-02-19,7996.35,2020-02-04,0,1 days
8083,FINDLAY systems,2019-05-17,2019-04-30,2019-05-12,269.35,2019-05-02,0,5 days
8085,ALBERT llc,2020-04-09,2020-02-04,2020-04-09,3466.55,2020-02-04,0,0 days
8086,COST us,2019-07-03,2019-06-19,2019-07-04,30220.01,2019-06-19,0,-1 days
8087,SA in,2020-03-03,2020-02-16,2020-03-02,92942.37,2020-02-16,0,1 days
8088,WAL-MAR corporation,2019-11-05,2019-10-26,2019-11-10,71030.83,2019-10-26,0,-5 days
8089,SA in,2020-01-17,2020-01-02,2020-01-17,7713.07,2020-01-02,0,0 days
8090,WAL-MAR associates,2019-11-21,2019-11-11,2019-11-26,20120.24,2019-11-11,0,-5 days
8091,KRAFT  associates,2019-05-03,2019-03-06,2019-04-10,29074.56,2019-03-06,0,23 days
8092,KENNETH systems,2019-02-06,2019-01-16,2019-02-05,22977.48,2019-01-16,0,1 days
8094,GE foundation,2019-12-06,2019-11-21,2019-12-06,12139.14,2019-11-21,0,0 days
8095,WAL-MAR ,2019-05-07,2019-04-27,2019-05-12,1130.86,2019-04-27,0,-5 days
8096,MARTIN  trust,2019-05-16,2019-04-29,2019-05-14,20282.4,2019-04-29,0,2 days
8097,SAFEW us,2020-02-03,2020-01-17,2020-02-01,106396.04,2020-01-17,0,2 days
8099,DECA trust,2019-02-01,2019-01-24,2019-02-08,74235.08,2019-01-16,0,-7 days
8100,SUPE corporation,2019-07-05,2019-06-18,2019-07-03,159680.94,2019-06-18,0,2 days
8102,MCL systems,2019-09-18,2019-07-04,2019-09-17,1736.13,2019-07-04,0,1 days
8103,LOB systems,2019-10-11,2019-09-23,2019-10-10,11359.33,2019-09-30,0,1 days
8104,WAL-MAR llc,2019-05-15,2019-05-03,2019-05-18,43973.38,2019-05-03,0,-3 days
8105,LOB associates,2019-04-22,2019-04-10,2019-04-20,143591.9,2019-04-10,0,2 days
8106,WAL-MAR corporation,2019-10-11,2019-09-21,2019-10-06,35935.9,2019-09-21,0,5 days
8107,SA foundation,2019-07-16,2019-06-30,2019-07-15,14135.59,2019-06-30,0,1 days
8109,WAL-MAR ,2019-01-10,2018-12-31,2019-01-15,16164.82,2018-12-31,0,-5 days
8110,FR systems,2019-12-12,2019-11-27,2019-12-12,60008.1,2019-11-27,0,0 days
8111,FOODL foundation,2019-09-23,2019-09-06,2019-09-21,4576.78,2019-09-06,0,2 days
8112,FR systems,2020-01-24,2020-01-09,2020-01-24,44020.68,2020-01-09,0,0 days
8113,RESTAU foundation,2019-12-05,2019-11-20,2019-12-05,6315.25,2019-11-20,0,0 days
8114,AM systems,2019-03-25,2019-01-24,2019-02-08,18667.2,2019-01-24,0,45 days
8116,C&S WH ,2019-11-05,2019-10-20,2019-11-04,66450.66,2019-10-20,0,1 days
8117,WAL-MAR co,2019-07-25,2019-07-13,2019-07-28,31164.66,2019-07-13,0,-3 days
8118,KROGE co,2019-12-26,2019-12-06,2019-12-21,70323.65,2019-12-06,0,5 days
8119,KROGER co,2020-02-25,2020-02-10,2020-02-25,93191.63,2020-02-10,0,0 days
8121,GLA in,2019-08-13,2019-07-25,2019-08-14,2996.33,2019-07-25,0,-1 days
8122,DOT corporation,2019-10-28,2019-10-08,2019-11-09,24984.54,2019-10-08,0,-12 days
8123,AM in,2019-08-02,2019-07-12,2019-07-27,1798.65,2019-07-12,0,6 days
8124,MEIJ corp,2019-11-21,2019-09-16,2019-11-20,2997.52,2019-09-16,0,1 days
8125,C trust,2019-04-09,2019-03-25,2019-04-09,19737.38,2019-03-25,0,0 days
8126,BUTTE ,2019-10-11,2019-09-15,2019-10-15,2922.7,2019-09-15,0,-4 days
8127,DOT associates,2019-09-13,2019-08-29,2019-09-18,85633.24,2019-08-29,0,-5 days
8128,US  foundation,2019-11-29,2019-11-05,2019-11-25,58130.45,2019-11-05,0,4 days
8129,BJ'S  llc,2019-03-29,2019-03-14,2019-03-29,569.67,2019-03-14,0,0 days
8130,SAFEW in,2019-09-10,2019-08-26,2019-09-10,53785.77,2019-08-26,0,0 days
8131,WAL-MAR corp,2019-10-02,2019-09-22,2019-10-07,8682.78,2019-09-22,0,-5 days
8132,BJ'S  systems,2020-04-07,2020-02-13,2020-02-28,193.96,2020-02-13,0,39 days
8134,RESTA ,2019-12-26,2019-12-05,2019-12-25,1905.2,2019-12-05,0,1 days
8135,KRFT FDS foundation,2019-06-28,2019-05-09,2019-06-13,50078.34,2019-05-09,0,15 days
8136,SMITH'S co,2019-04-01,2019-03-16,2019-03-31,83.38,2019-03-16,0,1 days
8137,SYSC us,2020-01-23,2019-12-29,2020-01-17,6599.55,2020-01-07,0,6 days
8138,BJ'S  ,2019-11-12,2019-10-26,2019-11-10,314.84,2019-10-26,0,2 days
8139,BE in,2019-03-19,2019-03-11,2019-03-26,600.0,2019-03-11,0,-7 days
8140,WAL-MAR llc,2020-03-03,2020-02-21,2020-03-07,50270.82,2020-02-21,0,-4 days
8141,KROGER trust,2019-09-23,2019-09-06,2019-09-21,74678.23,2019-09-06,0,2 days
8142,WAL-MAR llc,2020-01-15,2020-01-05,2020-01-20,4272.16,2020-01-05,0,-5 days
8143,TUFO' in,2019-05-02,2019-04-08,2019-04-28,83016.28,2019-04-08,0,4 days
8144,WAL-MAR llc,2020-01-28,2020-01-17,2020-02-01,26578.97,2020-01-17,0,-4 days
8145,KRFT FDS llc,2019-11-01,2019-09-12,2019-10-17,12003.84,2019-09-12,0,15 days
8148,WAL-MAR corp,2019-02-07,2019-01-27,2019-02-11,15525.05,2019-01-27,0,-4 days
8149,WAL-MAR corporation,2019-06-24,2019-06-13,2019-06-28,1832.41,2019-06-13,0,-4 days
8151,WAL-MAR foundation,2019-10-24,2019-10-14,2019-10-29,2373.96,2019-10-14,0,-5 days
8152,DELHAIZE systems,2019-10-30,2019-10-15,2019-10-30,23473.0,2019-10-15,0,0 days
8153,AL us,2019-06-26,2019-06-13,2019-06-28,41800.08,2019-06-13,0,-2 days
8154,WAL-MAR associates,2020-02-27,2020-02-12,2020-02-27,3908.12,2020-02-12,0,0 days
8157,AOF SER corporation,2019-04-22,2019-04-12,2019-04-24,16242.83,2019-04-14,0,-2 days
8158,C&S WH foundation,2019-09-30,2019-09-12,2019-09-27,60350.24,2019-09-12,0,3 days
8159,SYSC corp,2019-12-09,2019-07-23,2019-08-09,65.28,2019-07-30,0,122 days
8161,WAL-MAR foundation,2019-08-05,2019-07-23,2019-08-07,16258.4,2019-07-23,0,-2 days
8162,HY -  trust,2020-03-03,2020-02-13,2020-02-28,91046.01,2020-02-13,0,4 days
8164,DOT associates,2019-11-27,2019-10-25,2019-11-26,34373.9,2019-10-25,0,1 days
8165,WAKE systems,2019-10-21,2019-10-05,2019-10-20,53075.11,2019-10-05,0,1 days
8166,SYSCO  in,2019-05-21,2019-04-17,2019-05-19,634.77,2019-04-17,0,2 days
8167,MIV llc,2019-11-22,2019-11-20,2019-12-05,36507.28,2019-11-20,0,-13 days
8168,WAL-MAR associates,2019-11-01,2019-10-22,2019-11-06,4607.93,2019-10-22,0,-5 days
8169,WAL-MAR trust,2019-08-13,2019-07-30,2019-08-14,2352.97,2019-07-30,0,-1 days
8170,DOT corporation,2020-01-17,2020-01-02,2020-02-05,45612.3,2020-01-02,0,-19 days
8173,WAL-MAR us,2019-05-31,2019-05-15,2019-05-30,42994.18,2019-05-15,0,1 days
8174,DEC systems,2020-03-02,2020-02-20,2020-03-10,483.48,2020-02-16,0,-8 days
8175,WAKE ,2019-04-22,2019-04-09,2019-04-24,185254.28,2019-04-09,0,-2 days
8176,KRAFT F in,2019-11-27,2019-10-06,2019-10-06,9799.46,2019-10-06,0,52 days
8178,H E BUT co,2020-01-21,2020-01-01,2020-01-16,14581.54,2020-01-01,0,5 days
8179,US  us,2020-02-25,2020-02-12,2020-02-27,52761.81,2020-02-12,0,-2 days
